source,target,probability_mean,probability_std,numeric_score_target,known_positive,source_type,target_type,score_final
Static_Keyword,Stash,0.853693334052062,0.19253711591640926,0.9172442572270822,False,GamifiedResource,Reward,0.8664035186870661
This_Keyword,Stash,0.8536877465107378,0.1925348028841168,0.9172442572270822,False,GamifiedResource,Reward,0.8663990486540067
Constructors,Stash,0.8536855703323483,0.1925339020684182,0.9172442572270822,False,GamifiedResource,Reward,0.8663973077112951
Task_about_Polymorphism,Level_Up,0.8329753706413466,0.19889935629773461,1.0,False,GamifiedResource,Level,0.8663802965130774
Access_Modifiers,Stash,0.853657448094143,0.1925222630790568,0.9172442572270822,False,GamifiedResource,Reward,0.8663748099207309
Packages,Stash,0.8536540106683702,0.1925208406865825,0.9172442572270822,False,GamifiedResource,Reward,0.8663720599801127
Class_Instance,Stash,0.8536519376767963,0.19251998291867087,0.9172442572270822,False,GamifiedResource,Reward,0.8663704015868535
Strings,Stash,0.8536176639725861,0.1925058040384176,0.9172442572270822,True,GamifiedResource,Reward,0.8663429826234854
Functions,Stash,0.853528955801052,0.19246913201517993,0.9172442572270822,True,GamifiedResource,Reward,0.8662720160862581
Task_about_GUI,Level_Up,0.8321532032329635,0.1985135511861763,1.0,False,GamifiedResource,Level,0.8657225625863709
Control_Statements,Stash,0.8526529607406583,0.19184405489842352,0.9172442572270822,True,GamifiedResource,Reward,0.8655712200379432
Multi-level_inheritance,Stash,0.8520925103025228,0.19112985018722453,0.9172442572270822,False,GamifiedResource,Reward,0.8651228596874347
GUI_Elements,Level_Up,0.8309527341452668,0.19794999015967435,1.0,False,GamifiedResource,Level,0.8647621873162135
Loops,Stash,0.8490552192433979,0.18925263118570235,0.9172442572270822,False,GamifiedResource,Reward,0.8626930268401348
Exception_Handling,Level_Up,0.8283420839070491,0.23500528318099703,1.0,False,Lesson,Level,0.8626736671256394
Classes_and_Objects,Stash,0.8470841478973176,0.21289771497857615,0.9172442572270822,False,Lesson,Reward,0.8611161697632705
Inheritance,Stash,0.8470768218762987,0.21290374815098087,0.9172442572270822,False,Lesson,Reward,0.8611103089464555
Polymorphism,Stash,0.847048076098593,0.21005454550186417,0.9172442572270822,False,Lesson,Reward,0.8610873123242909
Inheritance_vs_Composition,Stash,0.8466711593773351,0.1871206735009312,0.9172442572270822,False,GamifiedResource,Reward,0.8607857789472846
Super_Keyword,Stash,0.8460057378911268,0.18685001201836896,0.9172442572270822,False,GamifiedResource,Reward,0.8602534417583179
Java_Basics,Stash,0.8457899991166495,0.21292500466766645,0.9172442572270822,False,Lesson,Reward,0.8600808507387361
Class_Methods_and_Constructors,Stash,0.845761351540256,0.21293256175529132,0.9172442572270822,False,Lesson,Reward,0.8600579326776213
Extend_Keyword,Stash,0.8451547340427373,0.1870964559587062,0.9172442572270822,False,GamifiedResource,Reward,0.8595726386796063
Task_about_Class_Methods_and_Constructors,Stash,0.8451228814159712,0.18708168622289614,0.9172442572270822,False,GamifiedResource,Reward,0.8595471565781935
Function_Types,Stash,0.8451002766431829,0.18707126199778745,0.9172442572270822,False,GamifiedResource,Reward,0.8595290727599628
Task_about_Classes_and_Objects,Stash,0.8450805613083359,0.18706214442028118,0.9172442572270822,False,GamifiedResource,Reward,0.8595133004920852
gr,Stash,0.8438325431505739,0.2195614573653396,0.9172442572270822,False,GamifiedResource,Reward,0.8585148859658756
Event_Handler_and_Listener,Level_Up,0.8230011584695911,0.24225227888779305,1.0,False,Lesson,Level,0.8584009267756729
Task_about_Inheritance,Stash,0.8432557065388263,0.18575879080401703,0.9172442572270822,False,GamifiedResource,Reward,0.8580534166764775
ObjectOrientedProgramming,Level_Up,0.8199941226244146,0.24657463044692193,1.0,False,onlineCourse,Level,0.8559952980995318
Event_Listeners,Stash,0.8398945399860714,0.2099971858081814,0.9172442572270822,False,GamifiedResource,Reward,0.8553644834342736
Java_FX,Stash,0.838390934198072,0.19937300340960118,0.9172442572270822,False,GamifiedResource,Reward,0.8541615988038741
Sara,Level_Up,0.8164256917635007,0.24437574760778372,1.0,False,Person,Level,0.8531405534108005
Graphical_User_Interface,Stash,0.8348889843946884,0.21475032963734753,0.9172442572270822,False,Lesson,Reward,0.8513600389611672
Exception_Handling,Stash,0.8312273408241921,0.22889896736916304,0.9172442572270822,False,Lesson,Reward,0.8484307241047702
OOPCourseCommunity,Level_Up,0.8103503301938375,0.2620093328752978,1.0,False,Space,Level,0.84828026415507
Event_Handler_and_Listener,Stash,0.8271357956660033,0.236227198275533,0.9172442572270822,False,Lesson,Reward,0.8451574879782191
containsGameElement,Level_Up,0.8056938612593474,0.267208820631816,1.0,False,TransitiveProperty,Level,0.844555089007478
ObjectOrientedProgramming,Stash,0.8262483545267874,0.23776251896281544,0.9172442572270822,False,onlineCourse,Reward,0.8444475350668463
nil,Level_Up,0.8037386673291523,0.272372169777987,1.0,False,unknown,Level,0.8429909338633219
Arrays,Level_Up,0.8014483408400531,0.16396496690081452,1.0,False,GamifiedResource,Level,0.8411586726720426
Delimiters,Level_Up,0.8004193691246689,0.18088442668996071,1.0,False,GamifiedResource,Level,0.8403354952997353
Overloaded_constructors,Level_Up,0.8003732459879634,0.18085980123759063,1.0,True,GamifiedResource,Level,0.8402985967903709
hasLearningStyle,Level_Up,0.798353763503006,0.253996816911837,1.0,False,ObjectProperty,Level,0.8386830108024048
Course,Level_Up,0.7978276717108036,0.27981039063906915,1.0,False,unknown,Level,0.838262137368643
Teacher,Level_Up,0.7959310860236084,0.2833610405060808,1.0,False,unknown,Level,0.8367448688188868
Person,Level_Up,0.7954607671740815,0.283859673280354,1.0,False,unknown,Level,0.8363686137392652
experienceLevel,Level_Up,0.7949693307921311,0.28183108319968675,1.0,False,DatatypeProperty,Level,0.835975464633705
GameElementResource,Level_Up,0.7944927350087218,0.28617445110139245,1.0,False,Class,Level,0.8355941880069775
Exception_Types,Level_Up,0.7943030597925881,0.17834188203018653,1.0,False,GamifiedResource,Level,0.8354424478340705
OOPCourseCommunity,Stash,0.8149416327476502,0.25477448338695663,0.9172442572270822,False,Space,Reward,0.8354021576435366
has_PlayingStyle,Level_Up,0.7936962614043559,0.2839061975082209,1.0,False,DatatypeProperty,Level,0.8349570091234848
GamifiedResource,Level_Up,0.7930347859609238,0.28768340979381085,1.0,False,Class,Level,0.834427828768739
containsGameElement,Stash,0.8134480858219438,0.2555087221191647,0.9172442572270822,False,TransitiveProperty,Reward,0.8342073201029716
string,Level_Up,0.7911383382862218,0.2912446454081292,1.0,False,unknown,Level,0.8329106706289775
hasObjective,Level_Up,0.7909933237031707,0.2880658400075744,1.0,False,TransitiveProperty,Level,0.8327946589625366
Document,Level_Up,0.7901655815442385,0.294100656975449,1.0,False,unknown,Level,0.832132465235391
hasExperience,Level_Up,0.7900947026613789,0.29036347691999775,1.0,False,ObjectProperty,Level,0.8320757621291033
Resource,Level_Up,0.7895681761105013,0.29467697815099747,1.0,False,unknown,Level,0.8316545408884011
Agent,Level_Up,0.7895355366071032,0.2947086076834937,1.0,False,unknown,Level,0.8316284292856826
nil,Stash,0.807508176167806,0.2661427592925501,0.9172442572270822,False,unknown,Reward,0.8294553923796613
o,Level_Up,0.7854531917667863,0.30014583670183725,1.0,False,Variable,Level,0.8283625534134291
Leaderboard,Level_Up,0.7852337269776781,0.29532561128117657,1.0,False,Class,Level,0.8281869815821425
t,Level_Up,0.7850363837040014,0.3015445001030218,1.0,False,Variable,Level,0.8280291069632011
e,Level_Up,0.784995393658158,0.30059097493692827,1.0,False,Variable,Level,0.8279963149265264
SimpleResource,Level_Up,0.7844251028300117,0.3002572320090411,1.0,False,unknown,Level,0.8275400822640093
True,Level_Up,0.7834622353887761,0.30460235400861385,1.0,False,unknown,Level,0.826769788311021
GamificationExperience,Level_Up,0.7829637229713885,0.30100631425468966,1.0,False,Class,Level,0.8263709783771109
gep,Level_Up,0.7817071753817022,0.30525487417725927,1.0,False,Variable,Level,0.8253657403053618
has_Priority,Level_Up,0.7807995036012276,0.273173363315317,1.0,False,DatatypeProperty,Level,0.8246396028809821
Person,Stash,0.8008982446373387,0.2745295874995235,0.9172442572270822,False,unknown,Reward,0.8241674471552874
Static_functions,Stash,0.8003600373772347,0.1768368963822265,0.9172442572270822,False,GamifiedResource,Reward,0.8237368813472042
BehaviouralObjective,Level_Up,0.7796241529971962,0.3037530989719814,1.0,False,Class,Level,0.8236993223977571
Course,Stash,0.7990112556893784,0.2770141224229358,0.9172442572270822,False,unknown,Reward,0.8226578559969192
experienceLevel,Stash,0.7976968856784846,0.2752483532808031,0.9172442572270822,False,DatatypeProperty,Reward,0.8216063599882042
Parent_classes,Stash,0.7976723381593935,0.17563593649153622,0.9172442572270822,False,GamifiedResource,Reward,0.8215867219729314
nonNegativeInteger,Level_Up,0.7760606306611575,0.3137316462396874,1.0,False,unknown,Level,0.820848504528926
has_PlayingStyle,Stash,0.7963253452796331,0.27493477555105966,0.9172442572270822,False,DatatypeProperty,Reward,0.820509127669123
Event_Types,Level_Up,0.7754500307103994,0.17757591954682,1.0,False,GamifiedResource,Level,0.8203600245683196
CreativeWork,Level_Up,0.7749159070668484,0.3138901084409336,1.0,False,unknown,Level,0.8199327256534787
Teacher,Stash,0.7948298491189225,0.2845333065858096,0.9172442572270822,False,unknown,Reward,0.8193127307405546
GameElementResource,Stash,0.7948245748508164,0.285059350718642,0.9172442572270822,False,Class,Reward,0.8193085113260696
hasObjective,Stash,0.7937069266145709,0.28114996001102743,0.9172442572270822,False,TransitiveProperty,Reward,0.8184143927370732
hasExperience,Stash,0.7935775644146957,0.2834019994450038,0.9172442572270822,False,ObjectProperty,Reward,0.8183109029771731
res,Level_Up,0.7725014198449365,0.31883133021706994,1.0,False,Variable,Level,0.8180011358759491
GamifiedResource,Stash,0.7929699353383919,0.28703057691120776,0.9172442572270822,False,Class,Reward,0.81782479971613
string,Stash,0.7926599109188652,0.2879916189808933,0.9172442572270822,False,unknown,Reward,0.8175767801805087
Document,Stash,0.7914770525293876,0.2913632461886411,0.9172442572270822,False,unknown,Reward,0.8166304934689266
Resource,Stash,0.7907313745743842,0.29210528946739855,0.9172442572270822,False,unknown,Reward,0.8160339511049239
Agent,Stash,0.7906923812226185,0.29214430274065484,0.9172442572270822,False,unknown,Reward,0.8160027564235113
o,Stash,0.7906619638931891,0.29048200804371527,0.9172442572270822,False,Variable,Reward,0.8159784225599678
e,Stash,0.7894079855977162,0.2921675517519453,0.9172442572270822,False,Variable,Reward,0.8149752399235894
t,Stash,0.7892064632018199,0.2936463895176337,0.9172442572270822,False,Variable,Reward,0.8148140220068724
gep,Stash,0.78518532140278,0.29819136521769946,0.9172442572270822,False,Variable,Reward,0.8115971085676404
SimpleResource,Stash,0.7844023688263818,0.29904132525797866,0.9172442572270822,False,unknown,Reward,0.8109707465065219
True,Stash,0.7830815748044253,0.3044312877473211,0.9172442572270822,False,unknown,Reward,0.8099141112889567
Sara,Stash,0.7809330174905623,0.22590007089651767,0.9172442572270822,False,Person,Reward,0.8081952654378664
r,Level_Up,0.760130015815097,0.31291126380008366,1.0,False,Variable,Level,0.8081040126520775
Leaderboard,Stash,0.7801982545165218,0.29626312968652735,0.9172442572270822,False,Class,Reward,0.807607455058634
BehaviouralObjective,Stash,0.7784586044391141,0.29635709818844863,0.9172442572270822,False,Class,Reward,0.8062157349967077
hasLearningStyle,Stash,0.7776047926363719,0.22638373183599272,0.9172442572270822,False,ObjectProperty,Reward,0.8055326855545141
GamificationExperience,Stash,0.7775537192068874,0.3062436902510223,0.9172442572270822,False,Class,Reward,0.8054918268109265
Literal,Level_Up,0.7550924790197089,0.3124952268410449,1.0,False,unknown,Level,0.8040739832157671
Input_and_Output_Stream,Stash,0.774610106082186,0.17079650267346028,0.9172442572270822,False,Lesson,Reward,0.8031369363111652
nonNegativeInteger,Stash,0.7730704748071421,0.31482538397648485,0.9172442572270822,False,unknown,Reward,0.8019052312911301
Activity,Level_Up,0.7520418797668845,0.33867062651513685,1.0,False,unknown,Level,0.8016335038135076
res,Stash,0.7727275322067554,0.31496837881139117,0.9172442572270822,False,Variable,Reward,0.8016308772108208
Tiny_stash,Level_Up,0.7502978140728553,0.15688872424801262,1.0,False,Reward,Level,0.8002382512582844
CreativeWork,Stash,0.7708111749793991,0.31679077627045604,0.9172442572270822,False,unknown,Reward,0.8000977914289358
hasBehaviouralObjective,Level_Up,0.7495851545441502,0.22970586982071475,1.0,False,ObjectProperty,Level,0.7996681236353202
hasDeployment,Level_Up,0.7436247470861325,0.33855223074099483,1.0,False,unknown,Level,0.7948997976689061
Deployment,Level_Up,0.7436247470861325,0.33855223074099483,1.0,False,unknown,Level,0.7948997976689061
Learner,Level_Up,0.7404172285128918,0.26150971934085016,1.0,False,unknown,Level,0.7923337828103134
Points,Level_Up,0.7400014948471652,0.26088827338907966,1.0,False,Class,Level,0.7920011958777322
Array_of_instances,Level_Up,0.7324329295413987,0.12690104427428625,1.0,False,Resource,Level,0.7859463436331191
Activity,Stash,0.7499741597698321,0.3397100054394938,0.9172442572270822,False,unknown,Reward,0.7834281792612822
OnlineAccount,Level_Up,0.7276851571524386,0.3309043351907485,1.0,False,unknown,Level,0.7821481257219509
has_Priority,Stash,0.7472874273751215,0.2348262494836021,0.9172442572270822,False,DatatypeProperty,Reward,0.7812787933455138
Knowledge,Level_Up,0.7263581889014757,0.28777295018079435,1.0,False,Class,Level,0.7810865511211806
SpatialThing,Level_Up,0.7240952455477164,0.28092577611610514,1.0,False,unknown,Level,0.7792761964381731
r,Stash,0.7376661965762986,0.29148217793873743,0.9172442572270822,False,Variable,Reward,0.7735818087064553
User,Level_Up,0.7152339273868858,0.2988035863720507,1.0,False,unknown,Level,0.7721871419095088
Deployment,Stash,0.7341959599729094,0.3362467604966615,0.9172442572270822,False,unknown,Reward,0.770805619423744
hasDeployment,Stash,0.7341959599729094,0.3362467604966615,0.9172442572270822,False,unknown,Reward,0.770805619423744
Overloading,Stash,0.7294888036490803,0.16778867324405636,0.9172442572270822,False,GamifiedResource,Reward,0.7670398943646807
Arguments_and_parameters,Stash,0.7256262450831051,0.16029763202734643,0.9172442572270822,False,GamifiedResource,Reward,0.7639498475119005
Literal,Stash,0.725421597678044,0.2952285427468461,0.9172442572270822,False,unknown,Reward,0.7637861295878517
Overriding,Stash,0.72516917497058,0.17115636048142807,0.9172442572270822,False,GamifiedResource,Reward,0.7635841914218805
Variables,Stash,0.7225127490496865,0.14834045892410408,0.9172442572270822,False,GamifiedResource,Reward,0.7614590506851657
Class_attributes_and_functions,Stash,0.7225041731376626,0.14833684496008406,0.9172442572270822,False,GamifiedResource,Reward,0.7614521899555465
Try_and_Catch,Stash,0.7214642441702254,0.1708430959449656,0.9172442572270822,False,GamifiedResource,Reward,0.7606202467815968
Files,Stash,0.7211829269996443,0.16682355106119634,0.9172442572270822,False,GamifiedResource,Reward,0.7603951930451319
_:b4,Level_Up,0.7000244800761035,0.2799060704956679,1.0,False,Restriction,Level,0.7600195840608828
_:b3,Level_Up,0.7000244800761035,0.2799060704956679,1.0,False,Restriction,Level,0.7600195840608828
_:b0,Level_Up,0.7000244800761035,0.2799060704956679,1.0,False,Restriction,Level,0.7600195840608828
_:b1,Level_Up,0.7000244800761035,0.2799060704956679,1.0,False,Restriction,Level,0.7600195840608828
Exceptions,Stash,0.7179624611913455,0.1688461466231742,0.9172442572270822,False,GamifiedResource,Reward,0.7578188203984929
OnlineAccount,Stash,0.7144453757191604,0.30935043762314013,0.9172442572270822,False,unknown,Reward,0.7550051520207448
Task_about_Polymorphism,Stash,0.7132358516991137,0.16668246625801647,0.9172442572270822,False,GamifiedResource,Reward,0.7540375328047074
Arithmetic_operations,Level_Up,0.6908805160950827,0.11497977373976993,1.0,False,Resource,Level,0.7527044128760663
GUI_Elements,Stash,0.7104860657342627,0.16519657386130793,0.9172442572270822,False,GamifiedResource,Reward,0.7518377040328266
Task_about_GUI,Stash,0.7102180802783958,0.16505432462380573,0.9172442572270822,False,GamifiedResource,Reward,0.7516233156681331
tbox,Level_Up,0.6806948216943793,0.31117189593041,1.0,False,Ontology,Level,0.7445558573555036
_:b14,Level_Up,0.6804007289415093,0.3093761411727834,1.0,False,Restriction,Level,0.7443205831532074
_:b9,Level_Up,0.6804007229810448,0.30937614841431843,1.0,False,Restriction,Level,0.7443205783848359
_:b13,Level_Up,0.6804007229810448,0.30937614841431843,1.0,False,Restriction,Level,0.7443205783848359
startingPage,Level_Up,0.6707696889184629,0.2041882111110569,1.0,False,AnnotationProperty,Level,0.7366157511347704
is_part_of,Level_Up,0.6667913319841591,0.31293528326833264,1.0,False,unknown,Level,0.7334330655873273
Space,Level_Up,0.658415684565478,0.2067286678793281,1.0,False,unknown,Level,0.7267325476523825
User,Stash,0.6785219007233371,0.28801827571683336,0.9172442572270822,False,unknown,Reward,0.7262663720240862
Task_about_Java_Basics,BLockGame,0.8696081560415838,0.19351947094807062,0.12935257077791257,True,GamifiedResource,Badge,0.7215570389888496
Learner,Stash,0.6701304101506109,0.2164323003416133,0.9172442572270822,False,unknown,Reward,0.7195531795659053
TeacherGroupB,Level_Up,0.6419622340833065,0.2677593799091602,1.0,False,FreeGroup,Level,0.7135697872666453
Points,Stash,0.6612580488777665,0.20541057606777,0.9172442572270822,False,Class,Reward,0.7124552905476297
hasPart,Level_Up,0.6397295354685525,0.2156672175327077,1.0,False,unknown,Level,0.711783628374842
Knowledge,Stash,0.6584480060365612,0.24728634098354357,0.9172442572270822,False,Class,Reward,0.7102072562746654
partOf,Level_Up,0.6374450490283003,0.27605619447400215,1.0,False,unknown,Level,0.7099560392226403
has_container,Level_Up,0.6374450490283003,0.27605619447400215,1.0,False,unknown,Level,0.7099560392226403
gel,Level_Up,0.6372458376644717,0.24274242277568975,1.0,False,Variable,Level,0.7097966701315774
Task_about_Exception_Handling,Level_Up,0.6329041804992451,0.14095306017394235,1.0,False,GamifiedResource,Level,0.7063233443993961
l,Level_Up,0.6328409367701975,0.2463429849259698,1.0,False,Variable,Level,0.706272749416158
b,Level_Up,0.632516245778697,0.246223217750267,1.0,False,Variable,Level,0.7060129966229576
PerceptionPole,Level_Up,0.632048068446373,0.23222415190256696,1.0,False,Class,Level,0.7056384547570984
InputPole,Level_Up,0.632048068446373,0.23222415190256696,1.0,False,Class,Level,0.7056384547570984
has_host,Level_Up,0.6312125714017356,0.18923937996371915,1.0,False,unknown,Level,0.7049700571213886
Task_about_Input_and_Output_Streams,Level_Up,0.6298234528328461,0.141574493541394,1.0,False,GamifiedResource,Level,0.7038587622662769
Objective,Level_Up,0.6292493237592379,0.24202746055758795,1.0,False,Class,Level,0.7033994590073904
SpatialThing,Stash,0.6480547129622121,0.23724545977381017,0.9172442572270822,False,unknown,Reward,0.7018926218151861
stringEqualIgnoreCase,Level_Up,0.6245579094558823,0.23103401942715882,1.0,False,unknown,Level,0.6996463275647058
equal,Level_Up,0.6245009453769879,0.2310156671947388,1.0,False,unknown,Level,0.6996007563015902
Arrays,Stash,0.6442989222402011,0.1681422297338098,0.9172442572270822,False,GamifiedResource,Reward,0.6988879892375773
Lesson,Level_Up,0.622646127575577,0.22758784138077384,1.0,False,unknown,Level,0.6981169020604616
Audience,Level_Up,0.620627158698643,0.23472245287768975,1.0,False,Class,Level,0.6965017269589144
Delimiters,Stash,0.6386580269630527,0.17641755304238316,0.9172442572270822,False,GamifiedResource,Reward,0.6943752730158587
Overloaded_constructors,Stash,0.6385782368039088,0.17639227252886805,0.9172442572270822,False,GamifiedResource,Reward,0.6943114408885435
gr,BLockGame,0.8334193638118294,0.23045053915757563,0.12935257077791257,False,GamifiedResource,Badge,0.692606005205046
Exception_Types,Stash,0.6356118270854936,0.17819006555367434,0.9172442572270822,False,GamifiedResource,Reward,0.6919383131138114
Error1,Level_Up,0.6126553040504285,0.24726336152377984,1.0,False,Class,Level,0.6901242432403427
hasBehaviouralObjective,Stash,0.6325198088074926,0.14400062706423625,0.9172442572270822,False,ObjectProperty,Reward,0.6894646984914106
Event_Types,Stash,0.631126213402706,0.18136183593933713,0.9172442572270822,False,GamifiedResource,Reward,0.6883498221675813
LegalDocument,Level_Up,0.6085481682042408,0.20646756349622725,1.0,False,Class,Level,0.6868385345633927
UserAccount,Level_Up,0.6076095551867945,0.2600709954269988,1.0,False,unknown,Level,0.6860876441494357
Buil-in_Data_Types,BLockGame,0.8251803025651538,0.21455050018528138,0.12935257077791257,False,GamifiedResource,Badge,0.6860147562077056
Inheritance,BLockGame,0.8188070060584234,0.24030997765860235,0.12935257077791257,False,Lesson,Badge,0.6809161190023213
Classes_and_Objects,BLockGame,0.8181555300309815,0.24121061758568738,0.12935257077791257,False,Lesson,Badge,0.6803949381803678
Java_Basics,BLockGame,0.8144956607851208,0.23915173408225296,0.12935257077791257,False,Lesson,Badge,0.6774670427836792
Class_Methods_and_Constructors,BLockGame,0.8144200090951539,0.23910861977896627,0.12935257077791257,False,Lesson,Badge,0.6774065214317057
Stash,Level_Up,0.5955612961396554,0.08686848945175901,1.0,False,Reward,Level,0.6764490369117243
Buil-in_Data_Types,Tiny_stash,0.8347647973434974,0.22316987488046924,0.0415518252487452,True,GamifiedResource,Reward,0.6761222029245469
Task_about_Java_Basics,Tiny_stash,0.8335599075123918,0.21965926283235926,0.0415518252487452,False,GamifiedResource,Reward,0.6751582910596625
Polymorphism,BLockGame,0.8095000544819826,0.23250870746900507,0.12935257077791257,False,Lesson,Badge,0.6734705577411686
_:b1,Stash,0.6097047372386218,0.29295268578603223,0.9172442572270822,False,Restriction,Reward,0.671212641236314
_:b0,Stash,0.6097047372386218,0.29295268578603223,0.9172442572270822,False,Restriction,Reward,0.671212641236314
_:b3,Stash,0.6097047372386218,0.29295268578603223,0.9172442572270822,False,Restriction,Reward,0.671212641236314
_:b4,Stash,0.6097047372386218,0.29295268578603223,0.9172442572270822,False,Restriction,Reward,0.671212641236314
Events,Level_Up,0.5854310890322018,0.13346648989253004,1.0,False,GamifiedResource,Level,0.6683448712257614
ObjectOrientedProgramming,BLockGame,0.8004947267428537,0.27429661828324114,0.12935257077791257,False,onlineCourse,Badge,0.6662662955498655
gr,Tiny_stash,0.8222522054997352,0.24351607434593117,0.0415518252487452,False,GamifiedResource,Reward,0.6661121294495372
Event_Handler_and_Listener,BLockGame,0.7993608394444331,0.27107778460649207,0.12935257077791257,False,Lesson,Badge,0.6653591857111291
BLockGame,Level_Up,0.580498103485612,0.14774495342493657,1.0,False,Badge,Level,0.6643984827884897
_:b13,Stash,0.6008589170036439,0.3133786471456072,0.9172442572270822,False,Restriction,Reward,0.6641359850483316
_:b14,Stash,0.6008589170036439,0.3133786471456072,0.9172442572270822,False,Restriction,Reward,0.6641359850483316
